Surah,Ayah,Text,Label
2,163,"And your Allah is One Allah: There is no god but He, Most Gracious, Most Merciful.",['pillars_of_faith']
2,164,"Behold! in the creation of the heavens and the earth; in the alternation of the night and the day; in the sailing of the ships through the ocean for the profit of mankind; in the rain which Allah Sends down from the skies, and the life which He gives therewith to an earth that is dead; in the beasts of all kinds that He scatters through the earth; in the change of the winds, and the clouds which they Trail like their slaves between the sky and the earth;- (Here) indeed are Signs for a people that are wise.","['pillars_of_faith', 'creation_and_creatures', 'science_in_the_quran']"
2,165,"Yet there are men who take (for worship) others besides Allah, as equal (with Allah): They love them as they should love Allah. But those of Faith are overflowing in their love for Allah. If only the unrighteous could see, behold, they would see the penalty: that to Allah belongs all power, and Allah will strongly enforce the penalty.","['pillars_of_faith', 'forbiden_acts']"
2,166,"Then would those who are followed clear themselves of those who follow (them): They would see the penalty, and all relations between them would be cut off.",['pillars_of_faith']
2,167,"And those who followed would say: ""If only We had one more chance, We would clear ourselves of them, as they have cleared themselves of us."" Thus will Allah show them (The fruits of) their deeds as (nothing but) regrets. Nor will there be a way for them out of the Fire.",['pillars_of_faith']
2,168,"O ye people! Eat of what is on earth, Lawful and good; and do not follow the footsteps of the evil one, for he is to you an avowed enemy.","['muslim_ethic', 'forbiden_acts', 'creation_and_creatures']"
2,169,"For he commands you what is evil and shameful, and that ye should say of Allah that of which ye have no knowledge.",['science_in_the_quran']
2,170,"When it is said to them: ""Follow what Allah hath revealed:"" They say: ""Nay! we shall follow the ways of our fathers."" What! even though their fathers Were void of wisdom and guidance?",['pillars_of_faith']
2,171,"The parable of those who reject Faith is as if one were to shout Like a goat-herd, to things that listen to nothing but calls and cries: Deaf, dumb, and blind, they are void of wisdom.","['forbiden_acts', 'science_in_the_quran']"
2,172,"O ye who believe! Eat of the good things that We have provided for you, and be grateful to Allah, if it is Him ye worship.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
2,173,"He hath only forbidden you dead meat, and blood, and the flesh of swine, and that on which any other name hath been invoked besides that of Allah. But if one is forced by necessity, without wilful disobedience, nor transgressing due limits,- then is he guiltless. For Allah is Oft-forgiving Most Merciful.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
2,174,"Those who conceal Allah's revelations in the Book, and purchase for them a miserable profit,- they swallow into themselves naught but Fire; Allah will not address them on the Day of Resurrection. Nor purify them: Grievous will be their penalty.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
2,175,They are the ones who buy Error in place of Guidance and Torment in place of Forgiveness. Ah! what boldness (They show) for the Fire!,"['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
2,176,(Their doom is) because Allah sent down the Book in truth but those who seek causes of dispute in the Book are in a schism Far (from the purpose).,['pillars_of_faith']
2,177,"It is not righteousness that ye turn your faces Towards east or West; but it is righteousness- to believe in Allah and the Last Day, and the Angels, and the Book, and the Messengers; to spend of your substance, out of love for Him, for your kin, for orphans, for the needy, for the wayfarer, for those who ask, and for the ransom of slaves; to be steadfast in prayer, and practice regular charity; to fulfil the contracts which ye have made; and to be firm and patient, in pain (or suffering) and adversity, and throughout all periods of panic. Such are the people of truth, the Allah-fearing.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic', 'foundations_of_the_laws']"
2,178,"O ye who believe! the law of equality is prescribed to you in cases of murder: the free for the free, the slave for the slave, the woman for the woman. But if any remission is made by the brother of the slain, then grant any reasonable demand, and compensate him with handsome gratitude, this is a concession and a Mercy from your Lord. After this whoever exceeds the limits shall be in grave penalty.","['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
2,179,"In the Law of Equality there is (saving of) Life to you, o ye men of understanding; that ye may restrain yourselves.",['muslim_ethic']
2,180,"It is prescribed, when death approaches any of you, if he leave any goods that he make a bequest to parents and next of kin, according to reasonable usage; this is due from the Allah-fearing.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
2,181,"If anyone changes the bequest after hearing it, the guilt shall be on those who make the change. For Allah hears and knows (All things).","['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws']"
2,182,"But if anyone fears partiality or wrong-doing on the part of the testator, and makes peace between (The parties concerned), there is no wrong in him: For Allah is Oft-forgiving, Most Merciful.","['mandatory_acts', 'muslim_ethic', 'science_in_the_quran']"
2,183,"O ye who believe! Fasting is prescribed to you as it was prescribed to those before you, that ye may (learn) self-restraint,-","['muslim_ethic', 'people_of_the_book']"
2,184,"(Fasting) for a fixed number of days; but if any of you is ill, or on a journey, the prescribed number (Should be made up) from days later. For those who can do it (With hardship), is a ransom, the feeding of one that is indigent. But he that will give more, of his own free will,- it is better for him. And it is better for you that ye fast, if ye only knew.",['foundations_of_the_laws']
2,185,"Ramadhan is the (month) in which was sent down the Qur'an, as a guide to mankind, also clear (Signs) for guidance and judgment (Between right and wrong). So every one of you who is present (at his home) during that month should spend it in fasting, but if any one is ill, or on a journey, the prescribed period (Should be made up) by days later. Allah intends every facility for you; He does not want to put to difficulties. (He wants you) to complete the prescribed period, and to glorify Him in that He has guided you; and perchance ye shall be grateful.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic', 'foundations_of_the_laws']"
2,186,"When My servants ask thee concerning Me, I am indeed close (to them): I listen to the prayer of every suppliant when he calleth on Me: Let them also, with a will, Listen to My call, and believe in Me: That they may walk in the right way.","['pillars_of_faith', 'mandatory_acts']"
2,187,"Permitted to you, on the night of the fasts, is the approach to your wives. They are your garments and ye are their garments. Allah knoweth what ye used to do secretly among yourselves; but He turned to you and forgave you; so now associate with them, and seek what Allah Hath ordained for you, and eat and drink, until the white thread of dawn appear to you distinct from its black thread; then complete your fast Till the night appears; but do not associate with your wives while ye are in retreat in the mosques. Those are Limits (set by) Allah: Approach not nigh thereto. Thus doth Allah make clear His Signs to men: that they may learn self-restraint.","['muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
2,188,"And do not eat up your property among yourselves for vanities, nor use it as bait for the judges, with intent that ye may eat up wrongfully and knowingly a little of (other) people's property.","['forbiden_acts', 'foundations_of_the_laws']"
2,189,"They ask thee concerning the New Moons. Say: They are but signs to mark fixed periods of time in (the affairs of) men, and for Pilgrimage. It is no virtue if ye enter your houses from the back: It is virtue if ye fear Allah. Enter houses through the proper doors: And fear Allah: That ye may prosper.","['mandatory_acts', 'muslim_ethic', 'forbiden_acts', 'science_in_the_quran']"
2,190,"Fight in the cause of Allah those who fight you, but do not transgress limits; for Allah loveth not transgressors.",['forbiden_acts']
2,191,"And slay them wherever ye catch them, and turn them out from where they have Turned you out; for tumult and oppression are worse than slaughter; but fight them not at the Sacred Mosque, unless they (first) fight you there; but if they fight you, slay them. Such is the reward of those who suppress faith.","['forbiden_acts', 'makkah']"
